time,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant
2021-01-01T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T09:00,28.0,11.0,17.0,101.8,93.2,60.6,23.8,36.8,167.0,201.8
2021-01-01T10:00,123.0,61.0,62.0,289.2,298.3,159.7,79.2,80.5,289.2,387.3
2021-01-01T11:00,251.0,158.0,93.0,486.7,459.2,285.1,179.5,105.6,486.7,521.6
2021-01-01T12:00,361.0,270.0,91.0,677.3,563.9,381.2,285.1,96.1,677.3,595.5
2021-01-01T13:00,296.0,165.0,131.0,385.6,605.2,295.3,164.6,130.7,385.6,603.8
2021-01-01T14:00,305.0,194.0,111.0,472.8,580.4,287.0,182.5,104.4,472.8,546.2
2021-01-01T15:00,237.0,145.0,92.0,417.6,491.2,205.7,125.9,79.9,417.6,426.4
2021-01-01T16:00,132.0,73.0,59.0,300.5,343.6,97.0,53.7,43.4,300.5,252.6
2021-01-01T17:00,53.0,25.0,28.0,197.2,147.7,13.2,6.2,7.0,71.4,36.7
2021-01-01T18:00,1.0,0.0,1.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0
2021-01-01T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T09:00,39.0,20.0,19.0,185.0,93.2,84.5,43.3,41.1,303.6,201.8
2021-01-02T10:00,152.0,84.0,68.0,397.9,298.6,197.4,109.1,88.3,397.9,387.9
2021-01-02T11:00,286.0,206.0,80.0,633.4,460.0,325.0,234.1,90.9,633.4,522.7
2021-01-02T12:00,357.0,270.0,87.0,675.7,565.3,377.1,285.2,91.9,675.7,597.1
2021-01-02T13:00,379.0,275.0,104.0,640.7,607.2,378.3,274.5,103.8,640.7,606.0
2021-01-02T14:00,355.0,241.0,114.0,584.9,582.9,334.3,226.9,107.3,584.9,548.8
2021-01-02T15:00,309.0,233.0,76.0,667.1,494.1,268.6,202.5,66.1,667.1,429.4
2021-01-02T16:00,211.0,155.0,56.0,632.2,346.8,155.7,114.4,41.3,632.2,256.0
2021-01-02T17:00,76.0,49.0,27.0,382.8,151.1,20.2,13.0,7.2,149.6,40.2
2021-01-02T18:00,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T09:00,40.0,23.0,17.0,212.6,93.3,86.6,49.8,36.8,348.8,202.0
2021-01-03T10:00,152.0,101.0,51.0,477.7,299.1,197.5,131.2,66.3,477.7,388.6
2021-01-03T11:00,253.0,181.0,72.0,555.4,461.0,287.6,205.7,81.8,555.4,524.0
2021-01-03T12:00,330.0,238.0,92.0,594.0,566.8,348.7,251.5,97.2,594.0,598.9
2021-01-03T13:00,308.0,205.0,103.0,476.0,609.3,307.6,204.7,102.9,476.0,608.4
2021-01-03T14:00,320.0,218.0,102.0,526.7,585.5,301.5,205.4,96.1,526.7,551.6
2021-01-03T15:00,218.0,117.0,101.0,332.9,497.1,189.7,101.8,87.9,332.9,432.6
2021-01-03T16:00,91.0,30.0,61.0,121.2,350.2,67.4,22.2,45.2,121.2,259.4
2021-01-03T17:00,38.0,16.0,22.0,123.8,154.6,10.8,4.5,6.2,52.0,43.8
2021-01-03T18:00,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0
2021-01-03T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T09:00,30.0,9.0,21.0,83.1,93.5,65.0,19.5,45.5,136.2,202.4
2021-01-04T10:00,110.0,31.0,79.0,146.3,299.7,142.9,40.3,102.7,146.3,389.5
2021-01-04T11:00,237.0,106.0,131.0,324.4,462.2,269.4,120.5,148.9,324.4,525.4
2021-01-04T12:00,333.0,193.0,140.0,480.3,568.5,352.0,204.0,148.0,480.3,600.9
2021-01-04T13:00,377.0,261.0,116.0,603.8,611.5,376.6,260.7,115.9,603.8,610.8
2021-01-04T14:00,341.0,230.0,111.0,553.1,588.2,321.5,216.9,104.7,553.1,554.6
2021-01-04T15:00,280.0,197.0,83.0,557.1,500.2,244.0,171.7,72.3,557.1,435.9
2021-01-04T16:00,181.0,118.0,63.0,472.1,353.6,134.6,87.7,46.8,472.1,262.9
2021-01-04T17:00,72.0,40.0,32.0,306.3,158.2,21.6,12.0,9.6,137.6,47.4
2021-01-04T18:00,1.0,0.0,1.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0
2021-01-04T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T09:00,46.0,28.0,18.0,258.0,93.7,99.6,60.6,39.0,422.5,203.0
2021-01-05T10:00,185.0,138.0,47.0,649.6,300.5,240.4,179.3,61.1,649.6,390.5
2021-01-05T11:00,315.0,255.0,60.0,778.3,463.5,358.2,289.9,68.2,778.3,527.0
2021-01-05T12:00,403.0,337.0,66.0,835.8,570.3,426.1,356.3,69.8,835.8,603.0
2021-01-05T13:00,439.0,371.0,68.0,855.0,613.8,438.7,370.8,68.0,855.0,613.5
2021-01-05T14:00,419.0,351.0,68.0,840.1,591.0,395.3,331.2,64.2,840.1,557.6
2021-01-05T15:00,345.0,284.0,61.0,797.9,503.5,301.0,247.8,53.2,797.9,439.3
2021-01-05T16:00,225.0,172.0,53.0,681.3,357.1,168.0,128.4,39.6,681.3,266.6
2021-01-05T17:00,83.0,53.0,30.0,401.7,161.9,26.2,16.7,9.5,192.1,51.2
2021-01-05T18:00,2.0,0.0,2.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0
2021-01-05T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T09:00,45.0,28.0,17.0,257.4,94.1,97.4,60.6,36.8,420.9,203.7
2021-01-06T10:00,185.0,138.0,47.0,647.5,301.5,240.4,179.3,61.1,647.5,391.7
2021-01-06T11:00,317.0,257.0,60.0,781.9,464.9,360.5,292.2,68.2,781.9,528.7
2021-01-06T12:00,407.0,342.0,65.0,845.3,572.3,430.4,361.7,68.7,845.3,605.3
2021-01-06T13:00,443.0,376.0,67.0,862.9,616.4,442.9,375.9,67.0,862.9,616.2
2021-01-06T14:00,425.0,359.0,66.0,854.9,594.0,401.2,338.9,62.3,854.9,560.8
2021-01-06T15:00,352.0,290.0,62.0,809.4,506.8,307.5,253.4,54.2,809.4,442.8
2021-01-06T16:00,231.0,180.0,51.0,705.8,360.7,173.1,134.9,38.2,705.8,270.3
2021-01-06T17:00,87.0,57.0,30.0,427.6,165.7,28.8,18.9,9.9,216.9,54.9
2021-01-06T18:00,2.0,1.0,1.0,17.9,17.5,0.0,0.0,0.0,0.0,0.0
2021-01-06T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T09:00,47.0,29.0,18.0,265.8,94.6,101.7,62.7,38.9,433.8,204.6
2021-01-07T10:00,190.0,143.0,47.0,668.4,302.6,246.8,185.7,61.0,668.4,393.1
2021-01-07T11:00,323.0,264.0,59.0,800.3,466.6,367.3,300.2,67.1,800.3,530.6
2021-01-07T12:00,414.0,350.0,64.0,861.8,574.5,437.9,370.2,67.7,861.8,607.7
2021-01-07T13:00,450.0,382.0,68.0,872.9,619.0,450.1,382.1,68.0,872.9,619.1
2021-01-07T14:00,431.0,365.0,66.0,864.7,597.1,407.2,344.8,62.4,864.7,564.1
2021-01-07T15:00,357.0,296.0,61.0,820.5,510.3,312.3,259.0,53.4,820.5,446.4
2021-01-07T16:00,237.0,185.0,52.0,718.1,364.4,178.2,139.1,39.1,718.1,274.1
2021-01-07T17:00,91.0,61.0,30.0,452.8,169.5,31.6,21.2,10.4,242.7,58.8
2021-01-07T18:00,3.0,1.0,2.0,17.5,19.4,0.0,0.0,0.0,0.0,0.0
2021-01-07T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-07T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T09:00,48.0,29.0,19.0,264.9,95.1,103.8,62.7,41.1,431.3,205.7
2021-01-08T10:00,187.0,131.0,56.0,609.6,304.0,242.8,170.1,72.7,609.6,394.7
2021-01-08T11:00,314.0,236.0,78.0,712.7,468.4,357.1,268.4,88.7,712.7,532.7
2021-01-08T12:00,377.0,261.0,116.0,640.0,576.8,398.8,276.1,122.7,640.0,610.2
2021-01-08T13:00,457.0,392.0,65.0,891.7,621.8,457.2,392.2,65.0,891.7,622.1
2021-01-08T14:00,438.0,373.0,65.0,878.8,600.3,414.0,352.6,61.4,878.8,567.5
2021-01-08T15:00,365.0,305.0,60.0,839.6,513.8,319.7,267.2,52.6,839.6,450.1
2021-01-08T16:00,244.0,192.0,52.0,737.5,368.2,184.2,144.9,39.2,737.5,277.9
2021-01-08T17:00,96.0,66.0,30.0,484.8,173.4,34.7,23.9,10.8,273.9,62.7
2021-01-08T18:00,3.0,1.0,2.0,17.1,21.4,0.0,0.0,0.0,0.0,0.0
2021-01-08T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-08T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T09:00,47.0,28.0,19.0,254.7,95.7,101.6,60.5,41.1,413.6,206.9
2021-01-09T10:00,173.0,108.0,65.0,500.1,305.5,224.5,140.2,84.4,500.1,396.4
2021-01-09T11:00,279.0,177.0,102.0,532.2,470.4,317.3,201.3,116.0,532.2,534.9
2021-01-09T12:00,351.0,225.0,126.0,549.3,579.3,371.4,238.1,133.3,549.3,613.0
2021-01-09T13:00,429.0,341.0,88.0,771.9,624.8,429.4,341.3,88.1,771.9,625.3
2021-01-09T14:00,421.0,340.0,81.0,796.5,603.7,398.2,321.6,76.6,796.5,571.1
2021-01-09T15:00,358.0,286.0,72.0,781.5,517.6,314.0,250.9,63.2,781.5,454.0
2021-01-09T16:00,222.0,150.0,72.0,570.0,372.2,168.2,113.6,54.5,570.0,282.0
2021-01-09T17:00,90.0,52.0,38.0,377.8,177.5,33.9,19.6,14.3,224.5,66.8
2021-01-09T18:00,3.0,1.0,2.0,16.7,23.5,0.0,0.0,0.0,0.0,0.0
2021-01-09T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-09T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T09:00,45.0,26.0,19.0,235.4,97.0,96.7,55.9,40.8,379.3,208.4
2021-01-10T10:00,173.0,109.0,64.0,501.9,307.1,224.4,141.4,83.0,501.9,398.3
2021-01-10T11:00,312.0,248.0,64.0,742.2,472.6,354.8,282.0,72.8,742.2,537.3
2021-01-10T12:00,399.0,324.0,75.0,787.4,582.0,422.2,342.9,79.4,787.4,615.9
2021-01-10T13:00,446.0,372.0,74.0,837.8,627.9,446.5,372.4,74.1,837.8,628.7
2021-01-10T14:00,411.0,323.0,88.0,752.2,607.3,389.0,305.7,83.3,752.2,574.8
2021-01-10T15:00,358.0,294.0,64.0,797.4,521.5,314.4,258.2,56.2,797.4,458.0
2021-01-10T16:00,243.0,190.0,53.0,714.1,376.3,184.8,144.5,40.3,714.1,286.2
2021-01-10T17:00,97.0,65.0,32.0,467.0,181.7,37.9,25.4,12.5,291.4,71.0
2021-01-10T18:00,4.0,1.0,3.0,16.3,25.6,0.0,0.0,0.0,0.0,0.0
2021-01-10T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-10T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T09:00,48.0,31.0,17.0,279.2,98.3,102.5,66.2,36.3,445.8,210.0
2021-01-11T10:00,191.0,144.0,47.0,659.1,309.0,247.5,186.6,60.9,659.1,400.4
2021-01-11T11:00,325.0,266.0,59.0,792.1,474.9,369.5,302.4,67.1,792.1,539.9
2021-01-11T12:00,417.0,352.0,65.0,851.2,584.8,441.3,372.6,68.8,851.2,619.0
2021-01-11T13:00,457.0,391.0,66.0,875.9,631.3,457.7,391.6,66.1,875.9,632.2
2021-01-11T14:00,439.0,373.0,66.0,863.3,611.0,415.8,353.3,62.5,863.3,578.7
2021-01-11T15:00,366.0,305.0,61.0,820.7,525.5,321.9,268.2,53.6,820.7,462.2
2021-01-11T16:00,246.0,194.0,52.0,720.9,380.6,187.8,148.1,39.7,720.9,290.5
2021-01-11T17:00,101.0,68.0,33.0,482.9,186.0,40.9,27.5,13.4,315.9,75.3
2021-01-11T18:00,4.0,2.0,2.0,31.7,27.8,0.0,0.0,0.0,0.0,0.0
2021-01-11T19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-11T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
