time,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant
2022-06-24T12:00,621.0,331.0,290.0,359.9,1217.5,635.7,338.8,296.9,359.9,1246.4
2022-06-24T13:00,628.0,309.0,319.0,326.0,1254.8,627.0,308.5,318.5,326.0,1252.9
2022-06-24T14:00,599.0,199.0,400.0,214.1,1230.4,583.1,193.7,389.4,214.1,1197.8
2022-06-24T15:00,380.0,52.0,328.0,60.1,1145.8,359.8,49.2,310.5,60.1,1084.8
2022-06-24T16:00,437.0,151.0,286.0,198.5,1007.0,400.0,138.2,261.8,198.5,921.7
2022-06-24T17:00,181.0,0.0,181.0,0.0,823.4,158.2,0.0,158.2,0.0,719.6
2022-06-24T18:00,83.0,7.0,76.0,15.3,607.4,67.3,5.7,61.6,15.3,492.2
2022-06-24T19:00,28.0,0.0,28.0,0.0,373.8,19.1,0.0,19.1,0.0,255.1
2022-06-24T20:00,5.0,0.0,5.0,0.0,138.5,0.9,0.0,0.9,0.0,24.3
2022-06-24T21:00,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2022-06-24T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T06:00,29.0,9.0,20.0,79.3,91.3,65.0,20.2,44.8,130.5,204.7
2022-06-25T07:00,149.0,78.0,71.0,319.6,323.1,203.8,106.7,97.1,319.6,441.8
2022-06-25T08:00,331.0,206.0,125.0,488.3,558.4,398.7,248.1,150.6,488.3,672.6
2022-06-25T09:00,514.0,389.0,125.0,660.7,779.4,581.2,439.9,141.3,660.7,881.3
2022-06-25T10:00,685.0,538.0,147.0,733.4,971.1,743.3,583.8,159.5,733.4,1053.7
2022-06-25T11:00,796.0,620.0,176.0,732.6,1120.3,837.1,652.0,185.1,732.6,1178.1
2022-06-25T12:00,720.0,427.0,293.0,464.5,1217.0,737.1,437.2,300.0,464.5,1245.9
2022-06-25T13:00,697.0,454.0,243.0,479.1,1254.5,696.0,453.3,242.6,479.1,1252.7
2022-06-25T14:00,580.0,259.0,321.0,278.7,1230.2,564.7,252.2,312.5,278.7,1197.8
2022-06-25T15:00,594.0,348.0,246.0,402.0,1145.9,562.4,329.5,232.9,402.0,1085.0
2022-06-25T16:00,491.0,277.0,214.0,364.0,1007.3,449.5,253.6,195.9,364.0,922.1
2022-06-25T17:00,463.0,311.0,152.0,499.7,823.8,404.7,271.8,132.9,499.7,720.1
2022-06-25T18:00,327.0,217.0,110.0,472.5,607.9,265.1,175.9,89.2,472.5,492.7
2022-06-25T19:00,186.0,106.0,80.0,374.9,374.3,127.0,72.4,54.6,374.9,255.5
2022-06-25T20:00,54.0,21.0,33.0,158.5,138.9,9.6,3.7,5.9,42.8,24.7
2022-06-25T21:00,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
2022-06-25T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-25T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T06:00,33.0,9.0,24.0,79.7,90.7,74.0,20.2,53.8,131.4,203.4
2022-06-26T07:00,178.0,115.0,63.0,473.0,321.8,243.7,157.4,86.2,473.0,440.5
2022-06-26T08:00,342.0,244.0,98.0,579.7,557.1,412.1,294.0,118.1,579.7,671.4
2022-06-26T09:00,520.0,407.0,113.0,692.2,778.3,588.1,460.3,127.8,692.2,880.2
2022-06-26T10:00,639.0,493.0,146.0,672.7,970.1,693.5,535.1,158.5,672.7,1052.8
2022-06-26T11:00,608.0,380.0,228.0,449.3,1119.5,639.4,399.7,239.8,449.3,1177.4
2022-06-26T12:00,743.0,500.0,243.0,544.1,1216.4,760.8,512.0,248.8,544.1,1245.5
2022-06-26T13:00,808.0,534.0,274.0,563.6,1254.1,806.9,533.3,273.6,563.6,1252.4
2022-06-26T14:00,829.0,660.0,169.0,710.2,1230.1,807.2,642.6,164.6,710.2,1197.7
2022-06-26T15:00,713.0,537.0,176.0,620.2,1146.0,675.1,508.5,166.7,620.2,1085.1
2022-06-26T16:00,652.0,489.0,163.0,642.4,1007.5,596.9,447.7,149.2,642.4,922.3
2022-06-26T17:00,495.0,331.0,164.0,531.6,824.1,432.7,289.4,143.4,531.6,720.4
2022-06-26T18:00,372.0,275.0,97.0,598.4,608.3,301.6,222.9,78.6,598.4,493.1
2022-06-26T19:00,193.0,118.0,75.0,416.9,374.7,131.8,80.6,51.2,416.9,255.9
2022-06-26T20:00,60.0,30.0,30.0,226.2,139.2,10.7,5.4,5.4,61.7,24.9
2022-06-26T21:00,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0
2022-06-26T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-26T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T06:00,38.0,18.0,20.0,160.1,90.0,85.3,40.4,44.9,264.8,202.0
2022-06-27T07:00,185.0,126.0,59.0,520.5,320.4,253.6,172.7,80.9,520.5,439.2
2022-06-27T08:00,371.0,292.0,79.0,695.3,555.8,447.3,352.1,95.2,695.3,670.1
2022-06-27T09:00,558.0,465.0,93.0,792.0,777.1,631.3,526.1,105.2,792.0,879.1
2022-06-27T10:00,724.0,623.0,101.0,850.9,969.0,785.9,676.3,109.6,850.9,1051.9
2022-06-27T11:00,860.0,757.0,103.0,895.6,1118.7,904.6,796.2,108.3,895.6,1176.7
2022-06-27T12:00,886.0,702.0,184.0,764.2,1215.8,907.3,718.9,188.4,764.2,1245.0
2022-06-27T13:00,959.0,833.0,126.0,879.4,1253.7,957.8,831.9,125.8,879.4,1252.1
2022-06-27T14:00,830.0,590.0,240.0,634.9,1229.9,808.2,574.5,233.7,634.9,1197.6
2022-06-27T15:00,826.0,638.0,188.0,736.8,1146.0,782.2,604.2,178.0,736.8,1085.2
2022-06-27T16:00,752.0,651.0,101.0,855.1,1007.7,688.5,596.0,92.5,855.1,922.5
2022-06-27T17:00,590.0,494.0,96.0,793.1,824.3,515.8,431.9,83.9,793.1,720.7
2022-06-27T18:00,408.0,327.0,81.0,711.2,608.5,330.8,265.1,65.7,711.2,493.4
2022-06-27T19:00,220.0,156.0,64.0,550.7,374.9,150.3,106.6,43.7,550.7,256.1
2022-06-27T20:00,62.0,33.0,29.0,248.6,139.4,11.1,5.9,5.2,68.1,25.1
2022-06-27T21:00,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0
2022-06-27T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T06:00,37.0,18.0,19.0,160.8,89.3,83.1,40.4,42.7,266.9,200.5
2022-06-28T07:00,185.0,127.0,58.0,527.0,319.0,253.9,174.3,79.6,527.0,437.8
2022-06-28T08:00,371.0,293.0,78.0,699.4,554.4,447.5,353.4,94.1,699.4,668.8
2022-06-28T09:00,558.0,466.0,92.0,794.9,775.8,631.5,527.4,104.1,794.9,877.9
2022-06-28T10:00,725.0,624.0,101.0,853.2,967.9,787.1,677.5,109.7,853.2,1050.9
2022-06-28T11:00,857.0,750.0,107.0,888.0,1117.8,901.6,789.0,112.6,888.0,1175.9
2022-06-28T12:00,941.0,831.0,110.0,905.1,1215.1,963.7,851.0,112.7,905.1,1244.4
2022-06-28T13:00,975.0,864.0,111.0,912.4,1253.3,973.8,863.0,110.9,912.4,1251.8
2022-06-28T14:00,955.0,845.0,110.0,909.4,1229.7,930.0,822.9,107.1,909.4,1197.5
2022-06-28T15:00,880.0,774.0,106.0,893.9,1145.9,833.4,733.0,100.4,893.9,1085.2
2022-06-28T16:00,756.0,655.0,101.0,860.2,1007.7,692.2,599.7,92.5,860.2,922.7
2022-06-28T17:00,595.0,502.0,93.0,805.8,824.5,520.2,438.9,81.3,805.8,720.8
2022-06-28T18:00,409.0,327.0,82.0,710.9,608.7,331.6,265.1,66.5,710.9,493.5
2022-06-28T19:00,221.0,157.0,64.0,554.0,375.0,151.0,107.3,43.7,554.0,256.2
2022-06-28T20:00,62.0,32.0,30.0,241.0,139.4,11.1,5.7,5.4,65.9,25.0
2022-06-28T21:00,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0
2022-06-28T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T06:00,20.0,6.0,14.0,53.9,88.5,45.0,13.5,31.5,89.7,199.0
2022-06-29T07:00,111.0,39.0,72.0,162.6,317.4,152.6,53.6,99.0,162.6,436.3
2022-06-29T08:00,303.0,190.0,113.0,454.7,553.0,365.7,229.3,136.4,454.7,667.5
2022-06-29T09:00,533.0,404.0,129.0,690.3,774.5,603.3,457.3,146.0,690.3,876.7
2022-06-29T10:00,481.0,157.0,324.0,214.9,966.8,522.3,170.5,351.8,214.9,1049.9
2022-06-29T11:00,706.0,413.0,293.0,489.3,1116.9,742.8,434.5,308.3,489.3,1175.1
2022-06-29T12:00,800.0,607.0,193.0,661.4,1214.4,819.4,621.7,197.7,661.4,1243.8
2022-06-29T13:00,797.0,540.0,257.0,570.4,1252.8,796.1,539.4,256.7,570.4,1251.4
2022-06-29T14:00,754.0,480.0,274.0,516.7,1229.4,734.3,467.5,266.8,516.7,1197.3
2022-06-29T15:00,792.0,542.0,250.0,626.0,1145.8,750.1,513.3,236.8,626.0,1085.2
2022-06-29T16:00,554.0,263.0,291.0,345.4,1007.7,507.3,240.8,266.4,345.4,922.7
2022-06-29T17:00,524.0,380.0,144.0,609.9,824.5,458.1,332.2,125.9,609.9,720.9
2022-06-29T18:00,355.0,199.0,156.0,432.6,608.8,287.8,161.4,126.5,432.6,493.6
2022-06-29T19:00,169.0,55.0,114.0,194.1,375.1,115.4,37.6,77.9,194.1,256.2
2022-06-29T20:00,33.0,1.0,32.0,7.5,139.4,5.9,0.2,5.7,2.0,24.9
2022-06-29T21:00,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
2022-06-29T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T06:00,26.0,2.0,24.0,18.1,87.7,58.5,4.5,54.0,30.2,197.4
2022-06-30T07:00,126.0,29.0,97.0,121.5,315.9,173.4,39.9,133.5,121.5,434.8
2022-06-30T08:00,324.0,195.0,129.0,467.8,551.6,391.3,235.5,155.8,467.8,666.1
2022-06-30T09:00,516.0,390.0,126.0,667.5,773.2,584.3,441.6,142.7,667.5,875.5
2022-06-30T10:00,667.0,514.0,153.0,704.3,965.7,724.4,558.3,166.2,704.3,1048.9
2022-06-30T11:00,813.0,655.0,158.0,776.7,1115.9,855.5,689.2,166.3,776.7,1174.3
2022-06-30T12:00,854.0,632.0,222.0,689.1,1213.7,874.8,647.4,227.4,689.1,1243.2
2022-06-30T13:00,837.0,534.0,303.0,564.3,1252.3,836.1,533.4,302.7,564.3,1251.0
2022-06-30T14:00,720.0,364.0,356.0,391.9,1229.0,701.2,354.5,346.7,391.9,1197.0
2022-06-30T15:00,834.0,678.0,156.0,783.1,1145.6,789.9,642.2,147.8,783.1,1085.0
2022-06-30T16:00,697.0,560.0,137.0,735.4,1007.6,638.2,512.8,125.4,735.4,922.6
2022-06-30T17:00,520.0,384.0,136.0,616.3,824.5,454.7,335.7,118.9,616.3,720.9
2022-06-30T18:00,398.0,315.0,83.0,684.8,608.7,322.7,255.4,67.3,684.8,493.5
2022-06-30T19:00,217.0,155.0,62.0,547.0,374.9,148.2,105.8,42.3,547.0,256.0
2022-06-30T20:00,61.0,32.0,29.0,241.1,139.1,10.8,5.7,5.1,64.9,24.6
2022-06-30T21:00,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0
2022-06-30T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T06:00,34.0,16.0,18.0,145.3,86.9,76.6,36.0,40.5,243.5,195.7
2022-07-01T07:00,176.0,120.0,56.0,505.3,314.2,242.6,165.4,77.2,505.3,433.2
2022-07-01T08:00,359.0,282.0,77.0,678.4,550.0,433.8,340.7,93.0,678.4,664.6
2022-07-01T09:00,543.0,453.0,90.0,776.6,771.8,615.0,513.1,101.9,776.6,874.3
2022-07-01T10:00,708.0,609.0,99.0,835.5,964.5,769.1,661.6,107.5,835.5,1047.8
2022-07-01T11:00,839.0,734.0,105.0,871.1,1115.0,883.0,772.5,110.5,871.1,1173.4
2022-07-01T12:00,924.0,816.0,108.0,890.2,1212.9,946.6,835.9,110.6,890.2,1242.6
2022-07-01T13:00,958.0,848.0,110.0,896.4,1251.7,957.1,847.2,109.9,896.4,1250.5
2022-07-01T14:00,937.0,828.0,109.0,891.7,1228.7,912.6,806.5,106.2,891.7,1196.7
2022-07-01T15:00,863.0,757.0,106.0,874.5,1145.4,817.4,717.0,100.4,874.5,1084.8
2022-07-01T16:00,742.0,643.0,99.0,844.5,1007.5,679.4,588.8,90.7,844.5,922.5
2022-07-01T17:00,584.0,492.0,92.0,789.7,824.4,510.6,430.2,80.4,789.7,720.8
2022-07-01T18:00,403.0,323.0,80.0,702.3,608.6,326.7,261.8,64.9,702.3,493.3
2022-07-01T19:00,218.0,156.0,62.0,550.9,374.7,148.8,106.5,42.3,550.9,255.7
2022-07-01T20:00,61.0,33.0,28.0,248.8,138.8,10.6,5.7,4.9,65.9,24.2
2022-07-01T21:00,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0
2022-07-01T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T06:00,32.0,14.0,18.0,127.9,86.1,72.1,31.5,40.6,215.2,194.0
2022-07-02T07:00,159.0,86.0,73.0,364.0,312.6,219.5,118.7,100.8,364.0,431.6
2022-07-02T08:00,340.0,243.0,97.0,586.2,548.5,411.1,293.8,117.3,586.2,663.2
2022-07-02T09:00,487.0,315.0,172.0,541.0,770.5,551.8,356.9,194.9,541.0,873.0
2022-07-02T10:00,694.0,570.0,124.0,782.9,963.4,754.0,619.3,134.7,782.9,1046.7
2022-07-02T11:00,842.0,727.0,115.0,863.5,1114.0,886.2,765.2,121.0,863.5,1172.5
2022-07-02T12:00,922.0,799.0,123.0,872.2,1212.2,944.6,818.6,126.0,872.2,1241.9
2022-07-02T13:00,845.0,518.0,327.0,547.8,1251.1,844.2,517.5,326.7,547.8,1250.0
2022-07-02T14:00,849.0,563.0,286.0,606.5,1228.2,827.0,548.4,278.6,606.5,1196.4
2022-07-02T15:00,804.0,611.0,193.0,706.0,1145.1,761.5,578.7,182.8,706.0,1084.6
2022-07-02T16:00,735.0,626.0,109.0,822.3,1007.2,673.0,573.2,99.8,822.3,922.3
2022-07-02T17:00,585.0,498.0,87.0,799.5,824.2,511.4,435.4,76.1,799.5,720.5
2022-07-02T18:00,401.0,323.0,78.0,702.6,608.3,325.0,261.8,63.2,702.6,493.0
2022-07-02T19:00,215.0,154.0,61.0,544.3,374.4,146.6,105.0,41.6,544.3,255.3
2022-07-02T20:00,60.0,32.0,28.0,241.6,138.3,10.2,5.5,4.8,62.6,23.6
2022-07-02T21:00,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0
2022-07-02T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T06:00,15.0,2.0,13.0,18.4,85.2,33.8,4.5,29.3,31.1,192.2
2022-07-03T07:00,104.0,25.0,79.0,106.4,310.8,143.8,34.6,109.3,106.4,429.9
2022-07-03T08:00,326.0,215.0,111.0,520.2,546.9,394.4,260.1,134.3,520.2,661.6
2022-07-03T09:00,195.0,18.0,177.0,31.0,769.0,221.0,20.4,200.6,31.0,871.6
2022-07-03T10:00,423.0,221.0,202.0,303.9,962.1,459.7,240.2,219.5,303.9,1045.6
2022-07-03T11:00,797.0,674.0,123.0,801.3,1113.0,839.0,709.5,129.5,801.3,1171.6
2022-07-03T12:00,895.0,773.0,122.0,844.3,1211.3,917.0,792.0,125.0,844.3,1241.2
2022-07-03T13:00,865.0,641.0,224.0,678.2,1250.5,864.3,640.5,223.8,678.2,1249.5
2022-07-03T14:00,663.0,381.0,282.0,410.6,1227.8,645.8,371.1,274.7,410.6,1196.0
2022-07-03T15:00,633.0,351.0,282.0,405.7,1144.7,599.6,332.5,267.1,405.7,1084.3
2022-07-03T16:00,430.0,121.0,309.0,159.0,1006.9,393.7,110.8,282.9,159.0,922.0
2022-07-03T17:00,401.0,191.0,210.0,306.7,823.9,350.6,167.0,183.6,306.7,720.2
2022-07-03T18:00,270.0,117.0,153.0,254.6,607.9,218.8,94.8,124.0,254.6,492.6
2022-07-03T19:00,129.0,38.0,91.0,134.5,373.9,87.9,25.9,62.0,134.5,254.8
2022-07-03T20:00,37.0,7.0,30.0,52.9,137.7,6.1,1.2,5.0,13.3,22.9
2022-07-03T21:00,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0
2022-07-03T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T06:00,28.0,11.0,17.0,101.8,84.3,63.2,24.8,38.4,172.7,190.3
2022-07-04T07:00,154.0,84.0,70.0,359.8,308.9,213.4,116.4,97.0,359.8,428.1
2022-07-04T08:00,310.0,194.0,116.0,470.8,545.2,375.3,234.9,140.4,470.8,660.0
2022-07-04T09:00,499.0,379.0,120.0,653.4,767.5,565.8,429.7,136.1,653.4,870.2
2022-07-04T10:00,673.0,542.0,131.0,746.4,960.8,731.5,589.1,142.4,746.4,1044.4
2022-07-04T11:00,805.0,687.0,118.0,817.5,1111.9,847.5,723.3,124.2,817.5,1170.6
2022-07-04T12:00,826.0,656.0,170.0,717.0,1210.5,846.4,672.2,174.2,717.0,1240.4
2022-07-04T13:00,915.0,771.0,144.0,816.2,1249.8,914.3,770.4,143.9,816.2,1248.9
2022-07-04T14:00,829.0,646.0,183.0,696.5,1227.2,807.6,629.3,178.3,696.5,1195.5
2022-07-04T15:00,655.0,441.0,214.0,509.9,1144.3,620.4,417.7,202.7,509.9,1083.9
2022-07-04T16:00,557.0,330.0,227.0,433.8,1006.6,510.0,302.2,207.8,433.8,921.6
2022-07-04T17:00,492.0,345.0,147.0,554.3,823.5,430.1,301.6,128.5,554.3,719.8
2022-07-04T18:00,333.0,220.0,113.0,479.1,607.5,269.8,178.2,91.5,479.1,492.2
2022-07-04T19:00,184.0,114.0,70.0,404.0,373.3,125.3,77.6,47.7,404.0,254.2
2022-07-04T20:00,52.0,22.0,30.0,166.6,136.9,8.4,3.5,4.8,40.6,22.0
2022-07-04T21:00,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
2022-07-04T22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04T23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05T06:00,23.0,7.0,16.0,65.2,83.3,52.0,15.8,36.2,111.2,188.2
2022-07-05T07:00,124.0,56.0,68.0,241.4,307.0,172.2,77.7,94.4,241.4,426.2
2022-07-05T08:00,330.0,240.0,90.0,584.4,543.4,399.8,290.8,109.0,584.4,658.3
2022-07-05T09:00,537.0,456.0,81.0,787.7,765.9,609.1,517.2,91.9,787.7,868.7
2022-07-05T10:00,700.0,612.0,88.0,844.0,959.4,761.1,665.4,95.7,844.0,1043.1
2022-07-05T11:00,828.0,735.0,93.0,875.5,1110.8,871.9,774.0,97.9,875.5,1169.6
2022-07-05T12:00,905.0,795.0,110.0,869.6,1209.6,927.5,814.7,112.7,869.6,1239.6
2022-07-05T13:00,932.0,815.0,117.0,863.3,1249.1,931.4,814.4,116.9,863.3,1248.2
2022-07-05T14:00,909.0,790.0,119.0,852.1,1226.7,885.5,769.6,115.9,852.1,1195.0
2022-07-05T15:00,690.0,536.0,154.0,620.0,1143.8,653.6,507.7,145.9,620.0,1083.4
2022-07-05T16:00,575.0,354.0,221.0,465.5,1006.1,526.5,324.1,202.3,465.5,921.2
