dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
1678838400,2023-03-15 00:00:00 +0000 UTC,local,9.48,8.07,9.48,9.48,1021,,,88,2.7,,2,clear sky
1678842000,2023-03-15 01:00:00 +0000 UTC,local,8.92,7.47,8.92,8.92,1020,,,87,2.61,,5,clear sky
1678845600,2023-03-15 02:00:00 +0000 UTC,local,8.55,7.3,8.55,8.55,1020,,,87,2.24,,4,clear sky
1678849200,2023-03-15 03:00:00 +0000 UTC,local,8.27,7.01,8.27,8.27,1019,,,87,2.19,,3,clear sky
1678852800,2023-03-15 04:00:00 +0000 UTC,local,8.01,6.89,8.01,8.01,1019,,,87,1.98,,3,clear sky
1678856400,2023-03-15 05:00:00 +0000 UTC,local,7.78,6.6,7.78,7.78,1018,,,86,2.01,,2,clear sky
1678860000,2023-03-15 06:00:00 +0000 UTC,local,7.32,6.19,7.32,7.32,1018,,,84,1.87,,1,clear sky
1678863600,2023-03-15 07:00:00 +0000 UTC,local,7.3,6.65,7.3,7.3,1018,,,83,1.43,,0,clear sky
1678867200,2023-03-15 08:00:00 +0000 UTC,local,10.52,9.43,10.52,10.52,1018,,,69,0.91,,0,clear sky
1678870800,2023-03-15 09:00:00 +0000 UTC,local,13.89,12.77,13.89,13.89,1018,,,55,0.89,,0,clear sky
1678874400,2023-03-15 10:00:00 +0000 UTC,local,16.96,15.89,16.96,16.96,1018,,,45,1.15,,0,clear sky
1678878000,2023-03-15 11:00:00 +0000 UTC,local,19.52,18.49,19.52,19.52,1017,,,37,1.32,,1,clear sky
1678881600,2023-03-15 12:00:00 +0000 UTC,local,21.42,20.43,21.42,21.42,1017,,,31,2.18,,1,clear sky
1678885200,2023-03-15 13:00:00 +0000 UTC,local,23.05,22.17,23.05,23.05,1016,,,29,2.84,,2,clear sky
1678888800,2023-03-15 14:00:00 +0000 UTC,local,24.02,23.18,24.02,24.02,1015,,,27,2.92,,2,clear sky
1678892400,2023-03-15 15:00:00 +0000 UTC,local,24.37,23.57,24.37,24.37,1014,,,27,3.08,,3,clear sky
1678896000,2023-03-15 16:00:00 +0000 UTC,local,24.07,23.26,24.07,24.07,1014,,,28,2.94,,3,clear sky
1678899600,2023-03-15 17:00:00 +0000 UTC,local,23.12,22.4,23.12,23.12,1014,,,35,2.68,,2,clear sky
1678903200,2023-03-15 18:00:00 +0000 UTC,local,19.14,18.28,19.14,19.14,1014,,,45,3.06,,3,clear sky
1678906800,2023-03-15 19:00:00 +0000 UTC,local,15.96,14.84,15.96,15.96,1014,,,47,2.74,,4,clear sky
1678910400,2023-03-15 20:00:00 +0000 UTC,local,14.47,13.3,14.47,14.47,1014,,,51,2.12,,4,clear sky
1678914000,2023-03-15 21:00:00 +0000 UTC,local,13.46,12.32,13.46,13.46,1015,,,56,1.59,,5,clear sky
1678917600,2023-03-15 22:00:00 +0000 UTC,local,12.63,11.49,12.63,12.63,1015,,,59,1.5,,5,clear sky
1678921200,2023-03-15 23:00:00 +0000 UTC,local,11.82,10.75,11.82,11.82,1014,,,65,1.21,,5,clear sky
1678924800,2023-03-16 00:00:00 +0000 UTC,local,11.33,10.24,11.33,11.33,1014,,,66,1.61,,5,clear sky
1678928400,2023-03-16 01:00:00 +0000 UTC,local,10.64,9.56,10.64,10.64,1013,,,69,1.51,,6,clear sky
1678932000,2023-03-16 02:00:00 +0000 UTC,local,10.2,9.1,10.2,10.2,1013,,,70,1.17,,6,clear sky
1678935600,2023-03-16 03:00:00 +0000 UTC,local,10.01,8.92,10.01,10.01,1012,,,71,0.65,,24,few clouds
1678939200,2023-03-16 04:00:00 +0000 UTC,local,10.04,8.95,10.04,10.04,1012,,,71,0.49,,42,scattered clouds
1678942800,2023-03-16 05:00:00 +0000 UTC,local,9.58,9.58,9.58,9.58,1012,,,73,0.38,,39,scattered clouds
1678946400,2023-03-16 06:00:00 +0000 UTC,local,9.35,9.35,9.35,9.35,1012,,,74,0.18,,36,scattered clouds
1678950000,2023-03-16 07:00:00 +0000 UTC,local,9.96,9.96,9.96,9.96,1012,,,68,0.46,,100,overcast clouds
1678953600,2023-03-16 08:00:00 +0000 UTC,local,12.99,11.94,12.99,12.99,1012,,,61,1.69,,100,overcast clouds
1678957200,2023-03-16 09:00:00 +0000 UTC,local,15.38,14.41,15.38,15.38,1012,,,55,2.71,,100,overcast clouds
1678960800,2023-03-16 10:00:00 +0000 UTC,local,17.24,16.33,17.24,17.24,1013,,,50,4.05,,100,overcast clouds
1678964400,2023-03-16 11:00:00 +0000 UTC,local,18.6,17.8,18.6,18.6,1013,,,49,4.89,,100,overcast clouds
1678968000,2023-03-16 12:00:00 +0000 UTC,local,20.02,19.36,20.02,20.02,1012,,,49,5.64,,100,overcast clouds
1678971600,2023-03-16 13:00:00 +0000 UTC,local,20.55,19.97,20.55,20.55,1011,,,50,5.91,,100,overcast clouds
1678975200,2023-03-16 14:00:00 +0000 UTC,local,21.19,20.67,21.19,21.19,1010,,,50,5.4,,100,overcast clouds
1678978800,2023-03-16 15:00:00 +0000 UTC,local,22.02,21.48,22.02,22.02,1010,,,46,4.04,,100,overcast clouds
1678982400,2023-03-16 16:00:00 +0000 UTC,local,22.24,21.64,22.24,22.24,1010,,,43,3.01,,100,overcast clouds
1678986000,2023-03-16 17:00:00 +0000 UTC,local,21.14,20.62,21.14,21.14,1010,,,50,2.3,,100,overcast clouds
1678989600,2023-03-16 18:00:00 +0000 UTC,local,17.24,16.64,17.24,17.24,1011,,,62,3.47,,100,overcast clouds
1678993200,2023-03-16 19:00:00 +0000 UTC,local,14.98,14.31,14.98,14.98,1012,,,68,3.3,,100,overcast clouds
1678996800,2023-03-16 20:00:00 +0000 UTC,local,13.73,12.99,13.73,13.73,1013,,,70,2.48,,100,overcast clouds
1679000400,2023-03-16 21:00:00 +0000 UTC,local,12.8,12.2,12.8,12.8,1013,,,79,2.35,,99,overcast clouds
1679004000,2023-03-16 22:00:00 +0000 UTC,local,13.61,13.19,13.61,13.61,1014,,,83,3.02,,98,overcast clouds
1679007600,2023-03-16 23:00:00 +0000 UTC,local,14.86,14.59,14.86,14.86,1014,,,84,3.25,,98,overcast clouds
1679011200,2023-03-17 00:00:00 +0000 UTC,local,13.57,13.36,13.57,13.57,1014,,,91,2.88,,99,overcast clouds
1679014800,2023-03-17 01:00:00 +0000 UTC,local,12.4,12.18,12.4,12.4,1014,,,95,2.91,,100,overcast clouds
1679018400,2023-03-17 02:00:00 +0000 UTC,local,11.6,11.32,11.6,11.6,1015,,,96,2.64,,100,overcast clouds
1679022000,2023-03-17 03:00:00 +0000 UTC,local,10.94,10.6,10.94,10.94,1015,,,96,2.37,,100,overcast clouds
1679025600,2023-03-17 04:00:00 +0000 UTC,local,10.62,10.24,10.62,10.62,1015,,,96,2.35,,100,overcast clouds
1679029200,2023-03-17 05:00:00 +0000 UTC,local,10.22,9.8,10.22,10.22,1015,,,96,2.27,,85,overcast clouds
1679032800,2023-03-17 06:00:00 +0000 UTC,local,9.91,8.9,9.91,9.91,1016,,,96,2.24,,72,broken clouds
1679036400,2023-03-17 07:00:00 +0000 UTC,local,9.91,8.92,9.91,9.91,1016,,,95,2.21,,0,clear sky
1679040000,2023-03-17 08:00:00 +0000 UTC,local,12.3,11.86,12.3,12.3,1017,,,87,2.67,,0,clear sky
1679043600,2023-03-17 09:00:00 +0000 UTC,local,14.85,14.32,14.85,14.85,1017,,,74,4.16,,0,clear sky
1679047200,2023-03-17 10:00:00 +0000 UTC,local,16.59,15.87,16.59,16.59,1017,,,60,4.78,,0,clear sky
1679050800,2023-03-17 11:00:00 +0000 UTC,local,17.9,17.08,17.9,17.9,1017,,,51,4.59,,0,clear sky
1679054400,2023-03-17 12:00:00 +0000 UTC,local,19.41,18.63,19.41,19.41,1017,,,47,5.05,,4,clear sky
1679058000,2023-03-17 13:00:00 +0000 UTC,local,19.96,19.16,19.96,19.96,1016,,,44,5.24,,75,broken clouds
1679061600,2023-03-17 14:00:00 +0000 UTC,local,20.19,19.36,20.19,20.19,1016,,,42,5.8,,87,overcast clouds
1679065200,2023-03-17 15:00:00 +0000 UTC,local,19.77,18.93,19.77,19.77,1016,,,43,7.04,,91,overcast clouds
1679068800,2023-03-17 16:00:00 +0000 UTC,local,17.66,16.81,17.66,17.66,1016,,,51,6.88,,93,overcast clouds
1679072400,2023-03-17 17:00:00 +0000 UTC,local,17.02,16.21,17.02,17.02,1016,,,55,6.27,,95,overcast clouds
1679076000,2023-03-17 18:00:00 +0000 UTC,local,15.75,14.97,15.75,15.75,1017,,,61,5.7,,96,overcast clouds
1679079600,2023-03-17 19:00:00 +0000 UTC,local,14.11,13.43,14.11,14.11,1017,,,71,5.18,,100,overcast clouds
1679083200,2023-03-17 20:00:00 +0000 UTC,local,12.74,12.13,12.74,12.74,1018,,,79,3.81,,100,overcast clouds
1679086800,2023-03-17 21:00:00 +0000 UTC,local,12.24,11.74,12.24,12.24,1018,,,85,3.32,,100,overcast clouds
1679090400,2023-03-17 22:00:00 +0000 UTC,local,11.59,11.13,11.59,11.59,1018,,,89,3.02,,100,overcast clouds
1679094000,2023-03-17 23:00:00 +0000 UTC,local,10.61,10.13,10.61,10.61,1019,,,92,2.98,,94,overcast clouds
1679097600,2023-03-18 00:00:00 +0000 UTC,local,9.8,8.71,9.8,9.8,1018,,,93,2.33,,88,overcast clouds
1679101200,2023-03-18 01:00:00 +0000 UTC,local,9.6,8.98,9.6,9.6,1018,,,95,1.71,,39,scattered clouds
1679104800,2023-03-18 02:00:00 +0000 UTC,local,9.82,9.82,9.82,9.82,1018,,,93,1.29,,39,scattered clouds
1679108400,2023-03-18 03:00:00 +0000 UTC,local,10.88,10.4,10.88,10.88,1017,,,91,1.41,,53,broken clouds
1679112000,2023-03-18 04:00:00 +0000 UTC,local,11.42,10.97,11.42,11.42,1018,,,90,1.83,,64,broken clouds
1679115600,2023-03-18 05:00:00 +0000 UTC,local,10.66,10.21,10.66,10.66,1018,,,93,2.44,,67,broken clouds
1679119200,2023-03-18 06:00:00 +0000 UTC,local,9.92,8.6,9.92,9.92,1018,,,95,2.7,,63,broken clouds
1679122800,2023-03-18 07:00:00 +0000 UTC,local,9.39,7.69,9.39,9.39,1019,,,97,3.16,,11,few clouds
1679126400,2023-03-18 08:00:00 +0000 UTC,local,11.24,10.77,11.24,11.24,1020,,,90,3.5,,16,few clouds
1679130000,2023-03-18 09:00:00 +0000 UTC,local,13.45,12.91,13.45,13.45,1020,,,79,4.0,,12,few clouds
1679133600,2023-03-18 10:00:00 +0000 UTC,local,15.15,14.47,15.15,15.15,1020,,,67,4.17,,14,few clouds
1679137200,2023-03-18 11:00:00 +0000 UTC,local,16.63,15.86,16.63,16.63,1020,,,58,4.3,,19,few clouds
1679140800,2023-03-18 12:00:00 +0000 UTC,local,17.77,16.99,17.77,17.77,1019,,,53,4.61,,24,few clouds
1679144400,2023-03-18 13:00:00 +0000 UTC,local,18.34,17.54,18.34,18.34,1019,,,50,4.63,,90,overcast clouds
1679148000,2023-03-18 14:00:00 +0000 UTC,local,17.94,17.04,17.94,17.94,1018,,,48,4.87,,95,overcast clouds
1679151600,2023-03-18 15:00:00 +0000 UTC,local,17.57,16.69,17.57,17.57,1018,,,50,4.95,,97,overcast clouds
1679155200,2023-03-18 16:00:00 +0000 UTC,local,17.36,16.54,17.36,17.36,1018,,,53,4.96,,97,overcast clouds
1679158800,2023-03-18 17:00:00 +0000 UTC,local,17.08,16.31,17.08,17.08,1018,,,56,5.85,,96,overcast clouds
1679162400,2023-03-18 18:00:00 +0000 UTC,local,16.15,15.44,16.15,16.15,1019,,,62,5.52,,95,overcast clouds
1679166000,2023-03-18 19:00:00 +0000 UTC,local,14.78,14.09,14.78,14.78,1020,,,68,4.99,,100,overcast clouds
1679169600,2023-03-18 20:00:00 +0000 UTC,local,13.55,12.94,13.55,13.55,1021,,,76,4.31,,91,overcast clouds
1679173200,2023-03-18 21:00:00 +0000 UTC,local,11.15,10.62,11.15,11.15,1021,,,88,3.45,,65,broken clouds
1679176800,2023-03-18 22:00:00 +0000 UTC,local,10.2,9.65,10.2,10.2,1021,,,91,3.09,,49,scattered clouds
1679180400,2023-03-18 23:00:00 +0000 UTC,local,9.6,7.95,9.6,9.6,1022,,,92,3.14,,40,scattered clouds
1679184000,2023-03-19 00:00:00 +0000 UTC,local,9.17,7.49,9.17,9.17,1022,,,93,3.04,,34,scattered clouds
1679187600,2023-03-19 01:00:00 +0000 UTC,local,8.88,6.98,8.88,8.88,1022,,,94,3.32,,7,clear sky
1679191200,2023-03-19 02:00:00 +0000 UTC,local,8.59,6.61,8.59,8.59,1021,,,95,3.35,,10,clear sky
1679194800,2023-03-19 03:00:00 +0000 UTC,local,8.18,6.27,8.18,8.18,1021,,,95,3.09,,11,few clouds
1679198400,2023-03-19 04:00:00 +0000 UTC,local,7.83,6.04,7.83,7.83,1021,,,95,2.79,,11,few clouds
1679202000,2023-03-19 05:00:00 +0000 UTC,local,7.5,5.5,7.5,7.5,1021,,,95,3.01,,11,few clouds
1679205600,2023-03-19 06:00:00 +0000 UTC,local,7.17,5.13,7.17,7.17,1021,,,95,2.98,,11,few clouds
1679209200,2023-03-19 07:00:00 +0000 UTC,local,7.21,5.41,7.21,7.21,1021,,,95,2.65,,29,scattered clouds
1679212800,2023-03-19 08:00:00 +0000 UTC,local,10.12,9.41,10.12,10.12,1022,,,85,2.6,,21,few clouds
1679216400,2023-03-19 09:00:00 +0000 UTC,local,13.25,12.51,13.25,13.25,1022,,,72,3.36,,18,few clouds
1679220000,2023-03-19 10:00:00 +0000 UTC,local,16.13,15.37,16.13,16.13,1022,,,60,4.04,,15,few clouds
1679223600,2023-03-19 11:00:00 +0000 UTC,local,18.38,17.61,18.38,18.38,1021,,,51,3.96,,13,few clouds
1679227200,2023-03-19 12:00:00 +0000 UTC,local,20.03,19.26,20.03,20.03,1021,,,45,4.06,,12,few clouds
1679230800,2023-03-19 13:00:00 +0000 UTC,local,21.01,20.24,21.01,21.01,1020,,,41,3.71,,5,clear sky
1679234400,2023-03-19 14:00:00 +0000 UTC,local,21.71,20.93,21.71,21.71,1019,,,38,3.24,,10,clear sky
1679238000,2023-03-19 15:00:00 +0000 UTC,local,22.1,21.33,22.1,22.1,1019,,,37,2.69,,21,few clouds
1679241600,2023-03-19 16:00:00 +0000 UTC,local,22.11,21.34,22.11,22.11,1018,,,37,2.37,,30,scattered clouds
1679245200,2023-03-19 17:00:00 +0000 UTC,local,21.61,20.87,21.61,21.61,1019,,,40,2.44,,35,scattered clouds
1679248800,2023-03-19 18:00:00 +0000 UTC,local,19.01,18.32,19.01,19.01,1019,,,52,2.59,,41,scattered clouds
1679252400,2023-03-19 19:00:00 +0000 UTC,local,15.55,14.73,15.55,15.55,1020,,,60,2.66,,13,few clouds
1679256000,2023-03-19 20:00:00 +0000 UTC,local,14.05,13.23,14.05,14.05,1021,,,66,2.78,,28,scattered clouds
1679259600,2023-03-19 21:00:00 +0000 UTC,local,13.02,12.18,13.02,13.02,1021,,,69,2.38,,28,scattered clouds
1679263200,2023-03-19 22:00:00 +0000 UTC,local,12.15,11.33,12.15,12.15,1021,,,73,1.55,,23,few clouds
1679266800,2023-03-19 23:00:00 +0000 UTC,local,11.39,10.57,11.39,11.39,1021,,,76,0.35,,20,few clouds
1679270400,2023-03-20 00:00:00 +0000 UTC,local,11.07,10.24,11.07,11.07,1021,,,77,0.52,,21,few clouds
1679274000,2023-03-20 01:00:00 +0000 UTC,local,10.8,10.0,10.8,10.8,1021,,,79,0.56,,5,clear sky
1679277600,2023-03-20 02:00:00 +0000 UTC,local,10.66,9.82,10.66,10.66,1021,,,78,0.8,,4,clear sky
1679281200,2023-03-20 03:00:00 +0000 UTC,local,10.47,9.64,10.47,10.47,1021,,,79,1.75,,5,clear sky
1679284800,2023-03-20 04:00:00 +0000 UTC,local,10.22,9.36,10.22,10.22,1021,,,79,1.66,,5,clear sky
1679288400,2023-03-20 05:00:00 +0000 UTC,local,9.96,9.49,9.96,9.96,1021,,,79,1.61,,5,clear sky
1679292000,2023-03-20 06:00:00 +0000 UTC,local,9.57,9.27,9.57,9.57,1021,,,81,1.4,,6,clear sky
1679295600,2023-03-20 07:00:00 +0000 UTC,local,10.06,9.24,10.06,10.06,1022,,,81,1.39,,23,few clouds
1679299200,2023-03-20 08:00:00 +0000 UTC,local,13.19,12.44,13.19,13.19,1022,,,72,1.13,,59,broken clouds
1679302800,2023-03-20 09:00:00 +0000 UTC,local,16.02,15.3,16.02,16.02,1022,,,62,1.83,,64,broken clouds
1679306400,2023-03-20 10:00:00 +0000 UTC,local,18.17,17.37,18.17,18.17,1022,,,51,1.82,,90,overcast clouds
1679310000,2023-03-20 11:00:00 +0000 UTC,local,20.03,19.24,20.03,20.03,1022,,,44,1.77,,88,overcast clouds
1679313600,2023-03-20 12:00:00 +0000 UTC,local,21.74,20.99,21.74,21.74,1021,,,39,0.87,,81,broken clouds
1679317200,2023-03-20 13:00:00 +0000 UTC,local,22.82,22.07,22.82,22.82,1021,,,35,0.89,,24,few clouds
1679320800,2023-03-20 14:00:00 +0000 UTC,local,23.29,22.54,23.29,23.29,1020,,,33,0.82,,30,scattered clouds
1679324400,2023-03-20 15:00:00 +0000 UTC,local,23.32,22.54,23.32,23.32,1019,,,32,1.61,,40,scattered clouds
1679328000,2023-03-20 16:00:00 +0000 UTC,local,23.19,22.4,23.19,23.19,1018,,,32,2.18,,48,scattered clouds
1679331600,2023-03-20 17:00:00 +0000 UTC,local,22.69,21.9,22.69,22.69,1018,,,34,2.52,,43,scattered clouds
1679335200,2023-03-20 18:00:00 +0000 UTC,local,19.93,19.21,19.93,19.93,1019,,,47,2.6,,56,broken clouds
1679338800,2023-03-20 19:00:00 +0000 UTC,local,15.71,14.88,15.71,15.71,1020,,,59,3.6,,34,scattered clouds
1679342400,2023-03-20 20:00:00 +0000 UTC,local,13.88,13.1,13.88,13.88,1020,,,68,3.05,,54,broken clouds
1679346000,2023-03-20 21:00:00 +0000 UTC,local,12.95,12.15,12.95,12.95,1021,,,71,2.98,,69,broken clouds
1679349600,2023-03-20 22:00:00 +0000 UTC,local,12.17,11.35,12.17,12.17,1021,,,73,2.68,,77,broken clouds
1679353200,2023-03-20 23:00:00 +0000 UTC,local,11.57,10.77,11.57,11.57,1021,,,76,2.66,,81,broken clouds
1679356800,2023-03-21 00:00:00 +0000 UTC,local,11.48,10.77,11.48,11.48,1020,,,80,2.62,,87,overcast clouds
1679360400,2023-03-21 01:00:00 +0000 UTC,local,11.33,10.66,11.33,11.33,1020,,,82,2.74,,100,overcast clouds
1679364000,2023-03-21 02:00:00 +0000 UTC,local,11.19,10.51,11.19,11.19,1019,,,82,2.87,,100,overcast clouds
1679367600,2023-03-21 03:00:00 +0000 UTC,local,11.12,10.43,11.12,11.12,1019,,,82,3.03,,100,overcast clouds
1679371200,2023-03-21 04:00:00 +0000 UTC,local,10.82,10.12,10.82,10.82,1019,,,83,3.3,,100,overcast clouds
1679374800,2023-03-21 05:00:00 +0000 UTC,local,10.57,9.85,10.57,10.57,1019,,,83,3.51,,100,overcast clouds
1679378400,2023-03-21 06:00:00 +0000 UTC,local,10.26,9.51,10.26,10.26,1019,,,83,3.23,,100,overcast clouds
1679382000,2023-03-21 07:00:00 +0000 UTC,local,10.3,9.53,10.3,10.3,1019,,,82,2.8,,100,overcast clouds
1679385600,2023-03-21 08:00:00 +0000 UTC,local,12.51,11.7,12.51,12.51,1019,,,72,2.2,,100,overcast clouds
1679389200,2023-03-21 09:00:00 +0000 UTC,local,15.25,14.42,15.25,15.25,1019,,,61,2.16,,100,overcast clouds
1679392800,2023-03-21 10:00:00 +0000 UTC,local,17.9,17.05,17.9,17.9,1019,,,50,3.29,,97,overcast clouds
1679396400,2023-03-21 11:00:00 +0000 UTC,local,19.81,18.97,19.81,19.81,1019,,,43,2.64,,83,broken clouds
1679400000,2023-03-21 12:00:00 +0000 UTC,local,21.43,20.62,21.43,21.43,1019,,,38,2.17,,70,broken clouds
1679403600,2023-03-21 13:00:00 +0000 UTC,local,22.6,21.83,22.6,22.6,1018,,,35,2.35,,6,clear sky
1679407200,2023-03-21 14:00:00 +0000 UTC,local,23.32,22.54,23.32,23.32,1017,,,32,2.84,,6,clear sky
1679410800,2023-03-21 15:00:00 +0000 UTC,local,23.88,23.16,23.88,23.88,1017,,,32,3.08,,28,scattered clouds
1679414400,2023-03-21 16:00:00 +0000 UTC,local,23.54,22.79,23.54,23.54,1016,,,32,3.98,,22,few clouds
1679418000,2023-03-21 17:00:00 +0000 UTC,local,22.51,21.73,22.51,22.51,1016,,,35,4.25,,18,few clouds
1679421600,2023-03-21 18:00:00 +0000 UTC,local,19.48,18.66,19.48,19.48,1016,,,45,3.84,,15,few clouds
1679425200,2023-03-21 19:00:00 +0000 UTC,local,16.38,15.35,16.38,16.38,1017,,,49,3.78,,0,clear sky
1679428800,2023-03-21 20:00:00 +0000 UTC,local,14.99,14.14,14.99,14.99,1018,,,61,3.67,,0,clear sky
1679432400,2023-03-21 21:00:00 +0000 UTC,local,13.54,12.99,13.54,13.54,1019,,,78,3.76,,0,clear sky
1679436000,2023-03-21 22:00:00 +0000 UTC,local,12.47,12.1,12.47,12.47,1019,,,89,3.05,,0,clear sky
1679439600,2023-03-21 23:00:00 +0000 UTC,local,11.91,11.53,11.91,11.91,1019,,,91,3.04,,0,clear sky
1679443200,2023-03-22 00:00:00 +0000 UTC,local,11.2,10.73,11.2,11.2,1018,,,90,3.04,,0,clear sky
1679446800,2023-03-22 01:00:00 +0000 UTC,local,10.51,9.97,10.51,10.51,1018,,,90,2.66,,0,clear sky
1679450400,2023-03-22 02:00:00 +0000 UTC,local,10.19,9.59,10.19,10.19,1017,,,89,2.29,,0,clear sky
1679454000,2023-03-22 03:00:00 +0000 UTC,local,9.71,8.63,9.71,9.71,1017,,,90,2.29,,0,clear sky
1679457600,2023-03-22 04:00:00 +0000 UTC,local,9.49,8.37,9.49,9.49,1017,,,90,2.29,,0,clear sky
1679461200,2023-03-22 05:00:00 +0000 UTC,local,9.1,7.41,9.1,9.1,1017,,,91,3.03,,1,clear sky
1679464800,2023-03-22 06:00:00 +0000 UTC,local,8.42,7.07,8.42,8.42,1018,,,91,2.34,,2,clear sky
1679468400,2023-03-22 07:00:00 +0000 UTC,local,8.79,7.58,8.79,8.79,1018,,,88,2.25,,42,scattered clouds
1679472000,2023-03-22 08:00:00 +0000 UTC,local,11.5,10.64,11.5,11.5,1018,,,74,2.91,,24,few clouds
1679475600,2023-03-22 09:00:00 +0000 UTC,local,14.48,13.55,14.48,14.48,1018,,,60,2.98,,17,few clouds
1679479200,2023-03-22 10:00:00 +0000 UTC,local,17.21,16.27,17.21,17.21,1018,,,49,2.56,,14,few clouds
1679482800,2023-03-22 11:00:00 +0000 UTC,local,19.43,18.53,19.43,19.43,1017,,,42,2.67,,17,few clouds
1679486400,2023-03-22 12:00:00 +0000 UTC,local,21.6,20.81,21.6,21.6,1017,,,38,2.45,,9,clear sky
1679490000,2023-03-22 13:00:00 +0000 UTC,local,22.93,22.14,22.93,22.93,1016,,,33,2.65,,6,clear sky
1679493600,2023-03-22 14:00:00 +0000 UTC,local,23.69,22.92,23.69,23.69,1015,,,31,2.97,,6,clear sky
1679497200,2023-03-22 15:00:00 +0000 UTC,local,24.03,23.27,24.03,24.03,1015,,,30,3.3,,6,clear sky
1679500800,2023-03-22 16:00:00 +0000 UTC,local,23.65,22.91,23.65,23.65,1014,,,32,3.69,,19,few clouds
1679504400,2023-03-22 17:00:00 +0000 UTC,local,22.65,21.91,22.65,22.65,1014,,,36,3.97,,34,scattered clouds
1679508000,2023-03-22 18:00:00 +0000 UTC,local,19.84,19.13,19.84,19.84,1015,,,48,3.9,,45,scattered clouds
1679511600,2023-03-22 19:00:00 +0000 UTC,local,15.73,14.79,15.73,15.73,1016,,,55,4.42,,93,overcast clouds
1679515200,2023-03-22 20:00:00 +0000 UTC,local,13.05,12.11,13.05,13.05,1017,,,65,3.88,,66,light rain
1679518800,2023-03-22 21:00:00 +0000 UTC,local,11.94,11.02,11.94,11.94,1018,,,70,3.06,,66,broken clouds
1679522400,2023-03-22 22:00:00 +0000 UTC,local,11.22,10.3,11.22,11.22,1018,,,73,3.06,,74,broken clouds
1679526000,2023-03-22 23:00:00 +0000 UTC,local,10.37,9.53,10.37,10.37,1018,,,79,2.99,,79,broken clouds
1679529600,2023-03-23 00:00:00 +0000 UTC,local,9.96,8.48,9.96,9.96,1017,,,83,2.97,,83,broken clouds
1679533200,2023-03-23 01:00:00 +0000 UTC,local,9.47,8.11,9.47,9.47,1017,,,87,2.63,,83,broken clouds
1679536800,2023-03-23 02:00:00 +0000 UTC,local,9.02,7.86,9.02,9.02,1017,,,88,2.23,,78,broken clouds
1679540400,2023-03-23 03:00:00 +0000 UTC,local,8.84,8.84,8.84,8.84,1016,,,86,1.22,,80,broken clouds
1679544000,2023-03-23 04:00:00 +0000 UTC,local,8.85,8.12,8.85,8.85,1016,,,85,1.71,,81,broken clouds
1679547600,2023-03-23 05:00:00 +0000 UTC,local,8.51,7.87,8.51,8.51,1016,,,85,1.57,,72,broken clouds
1679551200,2023-03-23 06:00:00 +0000 UTC,local,8.24,8.24,8.24,8.24,1016,,,83,0.87,,61,broken clouds
1679554800,2023-03-23 07:00:00 +0000 UTC,local,9.0,9.0,9.0,9.0,1016,,,80,0.52,,0,clear sky
1679558400,2023-03-23 08:00:00 +0000 UTC,local,12.41,11.43,12.41,12.41,1016,,,66,0.38,,1,clear sky
1679562000,2023-03-23 09:00:00 +0000 UTC,local,15.59,14.64,15.59,15.59,1017,,,55,0.84,,2,clear sky
1679565600,2023-03-23 10:00:00 +0000 UTC,local,18.48,17.61,18.48,18.48,1017,,,47,1.0,,3,clear sky
1679569200,2023-03-23 11:00:00 +0000 UTC,local,21.01,20.21,21.01,21.01,1016,,,40,2.51,,8,clear sky
1679572800,2023-03-23 12:00:00 +0000 UTC,local,22.97,22.16,22.97,22.97,1016,,,32,3.0,,16,few clouds
