dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
1680354000,2023-04-01 13:00:00 +0000 UTC,local,23.3,22.86,23.3,23.3,1025,,,45,5.79,,54,broken clouds
1680357600,2023-04-01 14:00:00 +0000 UTC,local,24.14,23.71,24.14,24.14,1024,,,42,6.35,,48,scattered clouds
1680361200,2023-04-01 15:00:00 +0000 UTC,local,24.12,23.68,24.12,24.12,1023,,,42,7.31,,34,scattered clouds
1680364800,2023-04-01 16:00:00 +0000 UTC,local,23.49,23.07,23.49,23.49,1023,,,45,8.01,,34,scattered clouds
1680368400,2023-04-01 17:00:00 +0000 UTC,local,22.0,21.61,22.0,22.0,1023,,,52,7.83,,39,scattered clouds
1680372000,2023-04-01 18:00:00 +0000 UTC,local,20.23,19.9,20.23,20.23,1024,,,61,6.68,,34,scattered clouds
1680375600,2023-04-01 19:00:00 +0000 UTC,local,17.43,17.13,17.43,17.43,1024,,,73,6.04,,8,clear sky
1680379200,2023-04-01 20:00:00 +0000 UTC,local,15.51,15.34,15.51,15.51,1025,,,85,6.05,,19,few clouds
1680382800,2023-04-01 21:00:00 +0000 UTC,local,14.29,14.23,14.29,14.29,1025,,,94,5.65,,19,few clouds
1680386400,2023-04-01 22:00:00 +0000 UTC,local,13.88,13.86,13.88,13.88,1025,,,97,5.13,,26,scattered clouds
1680390000,2023-04-01 23:00:00 +0000 UTC,local,13.82,13.79,13.82,13.82,1025,,,97,5.07,,38,scattered clouds
1680393600,2023-04-02 00:00:00 +0000 UTC,local,14.14,14.04,14.14,14.14,1025,,,93,5.54,,57,broken clouds
1680397200,2023-04-02 01:00:00 +0000 UTC,local,14.12,13.99,14.12,14.12,1024,,,92,5.36,,100,overcast clouds
1680400800,2023-04-02 02:00:00 +0000 UTC,local,13.97,13.8,13.97,13.97,1024,,,91,5.5,,100,overcast clouds
1680404400,2023-04-02 03:00:00 +0000 UTC,local,13.88,13.6,13.88,13.88,1024,,,87,5.71,,100,overcast clouds
1680408000,2023-04-02 04:00:00 +0000 UTC,local,13.72,13.39,13.72,13.72,1023,,,86,5.47,,100,overcast clouds
1680411600,2023-04-02 05:00:00 +0000 UTC,local,13.88,13.49,13.88,13.88,1023,,,83,5.27,,100,overcast clouds
1680415200,2023-04-02 06:00:00 +0000 UTC,local,13.79,13.34,13.79,13.79,1024,,,81,4.34,,99,overcast clouds
1680418800,2023-04-02 07:00:00 +0000 UTC,local,11.82,11.36,11.82,11.82,1024,,,88,3.1,,78,broken clouds
1680422400,2023-04-02 08:00:00 +0000 UTC,local,13.88,13.39,13.88,13.88,1024,,,79,3.49,,63,broken clouds
1680426000,2023-04-02 09:00:00 +0000 UTC,local,16.31,15.62,16.31,16.31,1025,,,62,4.05,,49,scattered clouds
1680429600,2023-04-02 10:00:00 +0000 UTC,local,18.73,17.76,18.73,18.73,1025,,,42,4.77,,40,scattered clouds
1680433200,2023-04-02 11:00:00 +0000 UTC,local,20.63,19.51,20.63,20.63,1025,,,29,5.07,,34,scattered clouds
1680436800,2023-04-02 12:00:00 +0000 UTC,local,22.1,20.97,22.1,22.1,1024,,,23,5.31,,43,scattered clouds
1680440400,2023-04-02 13:00:00 +0000 UTC,local,23.33,22.24,23.33,23.33,1023,,,20,5.3,,7,clear sky
1680444000,2023-04-02 14:00:00 +0000 UTC,local,24.25,23.2,24.25,24.25,1022,,,18,5.11,,7,clear sky
1680447600,2023-04-02 15:00:00 +0000 UTC,local,24.77,23.77,24.77,24.77,1021,,,18,5.49,,8,clear sky
1680451200,2023-04-02 16:00:00 +0000 UTC,local,24.67,23.69,24.67,24.67,1020,,,19,5.87,,14,few clouds
1680454800,2023-04-02 17:00:00 +0000 UTC,local,23.88,22.9,23.88,23.88,1020,,,22,6.16,,17,few clouds
1680458400,2023-04-02 18:00:00 +0000 UTC,local,21.8,20.82,21.8,21.8,1021,,,30,5.3,,16,few clouds
1680462000,2023-04-02 19:00:00 +0000 UTC,local,17.35,16.13,17.35,17.35,1021,,,38,4.47,,23,few clouds
1680465600,2023-04-02 20:00:00 +0000 UTC,local,15.35,14.04,15.35,15.35,1022,,,42,4.32,,24,few clouds
1680469200,2023-04-02 21:00:00 +0000 UTC,local,14.13,12.7,14.13,14.13,1022,,,42,3.65,,19,few clouds
1680472800,2023-04-02 22:00:00 +0000 UTC,local,13.16,11.6,13.16,13.16,1022,,,41,2.89,,16,few clouds
1680476400,2023-04-02 23:00:00 +0000 UTC,local,12.39,10.76,12.39,12.39,1022,,,41,2.62,,15,few clouds
1680480000,2023-04-03 00:00:00 +0000 UTC,local,11.54,9.85,11.54,11.54,1022,,,42,2.97,,9,clear sky
1680483600,2023-04-03 01:00:00 +0000 UTC,local,10.87,9.16,10.87,10.87,1021,,,44,2.79,,8,clear sky
1680487200,2023-04-03 02:00:00 +0000 UTC,local,10.26,8.54,10.26,10.26,1021,,,46,2.68,,7,clear sky
1680490800,2023-04-03 03:00:00 +0000 UTC,local,9.78,8.59,9.78,9.78,1020,,,47,2.46,,6,clear sky
1680494400,2023-04-03 04:00:00 +0000 UTC,local,9.34,8.23,9.34,9.34,1020,,,49,2.24,,5,clear sky
1680498000,2023-04-03 05:00:00 +0000 UTC,local,8.91,7.77,8.91,8.91,1019,,,50,2.18,,6,clear sky
1680501600,2023-04-03 06:00:00 +0000 UTC,local,8.5,7.44,8.5,8.5,1020,,,51,2.0,,6,clear sky
1680505200,2023-04-03 07:00:00 +0000 UTC,local,9.96,9.25,9.96,9.96,1020,,,47,1.88,,19,few clouds
1680508800,2023-04-03 08:00:00 +0000 UTC,local,13.5,11.9,13.5,13.5,1020,,,38,1.88,,29,scattered clouds
1680512400,2023-04-03 09:00:00 +0000 UTC,local,16.67,15.23,16.67,16.67,1019,,,32,2.2,,27,scattered clouds
1680516000,2023-04-03 10:00:00 +0000 UTC,local,19.36,18.08,19.36,19.36,1019,,,28,1.9,,22,few clouds
1680519600,2023-04-03 11:00:00 +0000 UTC,local,21.5,20.33,21.5,21.5,1018,,,24,1.77,,26,scattered clouds
1680523200,2023-04-03 12:00:00 +0000 UTC,local,23.62,22.56,23.62,23.62,1017,,,20,1.67,,36,scattered clouds
1680526800,2023-04-03 13:00:00 +0000 UTC,local,24.51,23.46,24.51,24.51,1016,,,17,2.35,,100,overcast clouds
1680530400,2023-04-03 14:00:00 +0000 UTC,local,25.45,24.47,25.45,25.45,1014,,,16,3.29,,100,overcast clouds
1680534000,2023-04-03 15:00:00 +0000 UTC,local,25.85,24.91,25.85,25.85,1013,,,16,4.31,,100,overcast clouds
1680537600,2023-04-03 16:00:00 +0000 UTC,local,25.22,24.27,25.22,25.22,1013,,,18,6.29,,100,overcast clouds
1680541200,2023-04-03 17:00:00 +0000 UTC,local,23.88,22.9,23.88,23.88,1012,,,22,6.02,,100,overcast clouds
1680544800,2023-04-03 18:00:00 +0000 UTC,local,22.08,21.07,22.08,22.08,1012,,,28,4.75,,95,overcast clouds
1680548400,2023-04-03 19:00:00 +0000 UTC,local,16.7,15.73,16.7,16.7,1012,,,50,3.9,,86,light rain
1680552000,2023-04-03 20:00:00 +0000 UTC,local,15.32,14.37,15.32,15.32,1012,,,56,4.26,,93,overcast clouds
1680555600,2023-04-03 21:00:00 +0000 UTC,local,13.63,12.8,13.63,13.63,1013,,,67,5.51,,95,overcast clouds
1680559200,2023-04-03 22:00:00 +0000 UTC,local,13.29,12.45,13.29,13.29,1013,,,68,5.03,,97,overcast clouds
1680562800,2023-04-03 23:00:00 +0000 UTC,local,12.47,11.57,12.47,12.47,1012,,,69,3.65,,97,overcast clouds
1680566400,2023-04-04 00:00:00 +0000 UTC,local,12.44,11.49,12.44,12.44,1012,,,67,4.83,,99,overcast clouds
1680570000,2023-04-04 01:00:00 +0000 UTC,local,12.34,11.33,12.34,12.34,1011,,,65,4.52,,100,overcast clouds
1680573600,2023-04-04 02:00:00 +0000 UTC,local,11.24,10.25,11.24,11.24,1011,,,70,4.38,,100,overcast clouds
1680577200,2023-04-04 03:00:00 +0000 UTC,local,10.67,9.7,10.67,10.67,1010,,,73,4.26,,100,overcast clouds
1680580800,2023-04-04 04:00:00 +0000 UTC,local,10.16,9.32,10.16,10.16,1010,,,80,4.32,,100,overcast clouds
1680584400,2023-04-04 05:00:00 +0000 UTC,local,9.39,7.15,9.39,9.39,1010,,,90,4.23,,100,overcast clouds
1680588000,2023-04-04 06:00:00 +0000 UTC,local,8.77,6.65,8.77,8.77,1011,,,94,3.69,,100,overcast clouds
1680591600,2023-04-04 07:00:00 +0000 UTC,local,10.01,9.31,10.01,10.01,1011,,,86,2.58,,100,overcast clouds
1680595200,2023-04-04 08:00:00 +0000 UTC,local,13.1,12.27,13.1,13.1,1011,,,69,2.33,,100,overcast clouds
1680598800,2023-04-04 09:00:00 +0000 UTC,local,16.13,15.34,16.13,16.13,1011,,,59,4.32,,99,overcast clouds
1680602400,2023-04-04 10:00:00 +0000 UTC,local,18.6,17.87,18.6,18.6,1011,,,52,4.97,,99,overcast clouds
1680606000,2023-04-04 11:00:00 +0000 UTC,local,20.44,19.74,20.44,20.44,1012,,,46,4.7,,96,overcast clouds
1680609600,2023-04-04 12:00:00 +0000 UTC,local,21.33,20.62,21.33,21.33,1012,,,42,4.38,,98,overcast clouds
1680613200,2023-04-04 13:00:00 +0000 UTC,local,22.14,21.48,22.14,22.14,1012,,,41,4.23,,88,overcast clouds
1680616800,2023-04-04 14:00:00 +0000 UTC,local,22.6,21.93,22.6,22.6,1011,,,39,3.64,,94,overcast clouds
1680620400,2023-04-04 15:00:00 +0000 UTC,local,22.68,22.0,22.68,22.68,1010,,,38,2.3,,96,overcast clouds
1680624000,2023-04-04 16:00:00 +0000 UTC,local,23.01,22.31,23.01,23.01,1010,,,36,0.67,,97,overcast clouds
1680627600,2023-04-04 17:00:00 +0000 UTC,local,23.05,22.3,23.05,23.05,1010,,,34,0.66,,98,overcast clouds
1680631200,2023-04-04 18:00:00 +0000 UTC,local,21.68,20.95,21.68,21.68,1010,,,40,1.65,,98,overcast clouds
1680634800,2023-04-04 19:00:00 +0000 UTC,local,17.74,16.85,17.74,17.74,1011,,,49,1.35,,100,overcast clouds
1680638400,2023-04-04 20:00:00 +0000 UTC,local,15.69,14.78,15.69,15.69,1012,,,56,1.07,,100,overcast clouds
1680642000,2023-04-04 21:00:00 +0000 UTC,local,14.4,13.49,14.4,14.4,1012,,,61,1.23,,90,overcast clouds
1680645600,2023-04-04 22:00:00 +0000 UTC,local,13.55,12.61,13.55,13.55,1013,,,63,1.09,,82,broken clouds
1680649200,2023-04-04 23:00:00 +0000 UTC,local,12.85,11.94,12.85,12.85,1014,,,67,1.86,,76,broken clouds
